Entity,Code,Year,Population by broad age group - Sex: all - Age: 65+ - Variant: estimates,Population by broad age group - Sex: all - Age: 25-64 - Variant: estimates,Population by broad age group - Sex: all - Age: 15-24 - Variant: estimates,Population by broad age group - Sex: all - Age: 5-14 - Variant: estimates,Population by broad age group - Sex: all - Age: 0-4 - Variant: estimates
Angola,AGO,1986,224192,3383170,1979866,2722056,2023293
Angola,AGO,1987,229055,3506263,2027660,2827394,2103688
Angola,AGO,1988,234242,3629902,2076230,2938283,2181606
Angola,AGO,1989,240545,3756786,2128548,3055632,2257994
Angola,AGO,1990,247899,3885494,2184738,3179129,2331383
Angola,AGO,1991,256936,4014993,2244509,3308086,2404174
Angola,AGO,1992,267155,4143418,2308344,3440462,2473130
Angola,AGO,1993,278292,4268834,2376717,3575790,2538644
Angola,AGO,1994,291351,4396232,2452466,3714967,2607016
Angola,AGO,1995,306392,4533015,2539657,3856103,2677091
Angola,AGO,1996,323011,4676561,2637688,3997673,2748419
Angola,AGO,1997,340853,4824676,2744266,4138464,2822889
Angola,AGO,1998,359229,4975978,2856119,4276974,2898566
Angola,AGO,1999,378151,5129181,2971868,4413945,2977614
Angola,AGO,2000,397817,5288887,3093589,4550169,3063605
Angola,AGO,2001,418139,5457156,3221125,4687212,3157953
Angola,AGO,2002,439056,5634987,3353639,4826431,3262026
Angola,AGO,2003,460588,5825990,3491383,4968927,3377457
Angola,AGO,2004,482404,6032142,3633555,5118059,3504968
Angola,AGO,2005,503697,6251302,3777670,5276641,3641651
Angola,AGO,2006,524493,6483253,3922581,5447333,3784679
Angola,AGO,2007,544992,6730784,4068103,5633475,3932338
Angola,AGO,2008,565388,6992931,4212732,5836091,4084382
Angola,AGO,2009,585998,7270238,4356746,6055267,4239425
Angola,AGO,2010,607173,7566552,4502570,6292525,4395377
Angola,AGO,2011,628858,7881186,4651658,6547069,4550349
Angola,AGO,2012,651081,8210915,4803299,6817789,4705215
Angola,AGO,2013,672913,8553525,4956650,7104208,4859717
Angola,AGO,2014,693613,8906595,5113074,7403786,5011272
Angola,AGO,2015,716366,9264851,5275391,7712649,5158468
Angola,AGO,2016,742227,9632878,5450502,8027169,5301967
Angola,AGO,2017,770037,10010250,5640798,8345656,5441892
Angola,AGO,2018,800460,10387180,5842072,8665921,5577905
Angola,AGO,2019,833432,10766591,6056761,8984629,5712180
Angola,AGO,2020,865794,11136464,6280922,9298274,5847036
Angola,AGO,2021,895191,11501196,6518894,9605090,5983405
Anguilla,AIA,1950,186,1820,983,1219,828
Anguilla,AIA,1951,185,1898,1004,1243,934
Anguilla,AIA,1952,179,1947,1003,1245,1049
Anguilla,AIA,1953,179,1985,982,1236,1165
Anguilla,AIA,1954,185,2051,947,1265,1237
Anguilla,AIA,1955,204,2086,903,1347,1235
Anguilla,AIA,1956,248,2064,866,1437,1196
Anguilla,AIA,1957,297,2020,838,1514,1146
Anguilla,AIA,1958,351,1959,821,1573,1099
Anguilla,AIA,1959,414,1883,820,1608,1057
Anguilla,AIA,1960,447,1829,842,1619,1036
Anguilla,AIA,1961,447,1828,879,1628,1035
Anguilla,AIA,1962,443,1843,912,1645,1035
Anguilla,AIA,1963,429,1867,940,1664,1035
Anguilla,AIA,1964,417,1891,962,1681,1037
Anguilla,AIA,1965,413,1913,982,1695,1034
Anguilla,AIA,1966,409,1942,999,1717,1025
Anguilla,AIA,1967,413,1963,1011,1747,1014
Anguilla,AIA,1968,417,1980,1026,1779,999
Anguilla,AIA,1969,425,1987,1045,1809,983
Anguilla,AIA,1970,445,1987,1059,1846,965
Anguilla,AIA,1971,463,1988,1077,1879,948
Anguilla,AIA,1972,484,1966,1110,1901,927
Anguilla,AIA,1973,515,1934,1153,1920,901
Anguilla,AIA,1974,542,1907,1206,1917,878
Anguilla,AIA,1975,563,1914,1268,1879,859
Anguilla,AIA,1976,586,1935,1324,1827,844
Anguilla,AIA,1977,612,1953,1381,1769,833
Anguilla,AIA,1978,631,1978,1420,1709,819
Anguilla,AIA,1979,651,2017,1440,1663,803
Anguilla,AIA,1980,674,2049,1447,1630,783
Anguilla,AIA,1981,695,2087,1443,1601,770
Anguilla,AIA,1982,709,2131,1422,1577,769
Anguilla,AIA,1983,731,2175,1397,1554,770
Anguilla,AIA,1984,740,2248,1403,1547,779
Anguilla,AIA,1985,743,2392,1455,1545,800
Anguilla,AIA,1986,738,2568,1510,1554,823
Anguilla,AIA,1987,737,2758,1552,1567,846
Anguilla,AIA,1988,738,2966,1578,1585,876
Anguilla,AIA,1989,749,3182,1593,1607,910
Anguilla,AIA,1990,759,3403,1590,1645,943
Anguilla,AIA,1991,775,3620,1583,1700,960
Anguilla,AIA,1992,783,3834,1573,1768,953
Anguilla,AIA,1993,784,4021,1579,1836,924
Anguilla,AIA,1994,780,4208,1590,1903,900
Anguilla,AIA,1995,768,4405,1599,1961,892
Anguilla,AIA,1996,766,4610,1614,1998,898
Anguilla,AIA,1997,768,4802,1639,2024,919
Anguilla,AIA,1998,778,5004,1662,2045,949
Anguilla,AIA,1999,793,5202,1692,2071,986
Anguilla,AIA,2000,810,5392,1733,2098,1038
Anguilla,AIA,2001,831,5559,1798,2101,1078
Anguilla,AIA,2002,846,5711,1881,2068,1077
Anguilla,AIA,2003,849,5859,1964,2032,1057
Anguilla,AIA,2004,859,6019,2032,2015,1032
Anguilla,AIA,2005,874,6185,2066,2022,1002
Anguilla,AIA,2006,889,6374,2062,2040,982
Anguilla,AIA,2007,905,6574,2034,2048,985
Anguilla,AIA,2008,925,6784,1994,2055,996
Anguilla,AIA,2009,940,7009,1941,2070,1010
Anguilla,AIA,2010,957,7236,1883,2085,1031
Anguilla,AIA,2011,984,7410,1848,2095,1026
Anguilla,AIA,2012,1007,7539,1842,2100,991
Anguilla,AIA,2013,1044,7786,1844,2086,967
Anguilla,AIA,2014,1083,8212,1844,2050,954
Anguilla,AIA,2015,1144,8621,1830,2034,925
Anguilla,AIA,2016,1219,8886,1808,2036,893
Anguilla,AIA,2017,1289,9072,1778,2037,864
Anguilla,AIA,2018,1361,9217,1749,2046,828
Anguilla,AIA,2019,1449,9384,1729,2036,810
Anguilla,AIA,2020,1531,9557,1709,2007,808
Anguilla,AIA,2021,1614,9691,1691,1983,800
Antigua and Barbuda,ATG,1950,1884,16863,7592,12068,7049
Antigua and Barbuda,ATG,1951,1877,17078,7951,12347,7169
Antigua and Barbuda,ATG,1952,1891,17277,8340,12571,7301
Antigua and Barbuda,ATG,1953,1912,17476,8750,12754,7446
Antigua and Barbuda,ATG,1954,1931,17698,9148,12887,7632
Antigua and Barbuda,ATG,1955,1953,17957,9534,13040,7800
Antigua and Barbuda,ATG,1956,1962,18243,9900,13232,7928
Antigua and Barbuda,ATG,1957,1960,18567,10245,13422,8067
Antigua and Barbuda,ATG,1958,1968,18914,10568,13618,8212
Antigua and Barbuda,ATG,1959,2002,19273,10862,13820,8364
Antigua and Barbuda,ATG,1960,2064,19628,11116,14032,8516
Antigua and Barbuda,ATG,1961,2163,19939,11267,14242,8653
Antigua and Barbuda,ATG,1962,2290,20200,11309,14453,8777
Antigua and Barbuda,ATG,1963,2429,20452,11322,14690,8901
Antigua and Barbuda,ATG,1964,2571,20684,11218,15104,9105
Antigua and Barbuda,ATG,1965,2693,20849,11101,15698,9323
Antigua and Barbuda,ATG,1966,2801,20924,11128,16354,9431
Antigua and Barbuda,ATG,1967,2885,20921,11270,17078,9480
Antigua and Barbuda,ATG,1968,2958,20852,11542,17819,9504
Antigua and Barbuda,ATG,1969,3030,20725,11959,18516,9533
Antigua and Barbuda,ATG,1970,3146,20727,12413,18903,9347
Antigua and Barbuda,ATG,1971,3317,20834,12766,18946,8919
Antigua and Barbuda,ATG,1972,3503,20859,13043,18848,8459
Antigua and Barbuda,ATG,1973,3699,20835,13307,18653,7990
Antigua and Barbuda,ATG,1974,3904,20800,13614,18389,7525
Antigua and Barbuda,ATG,1975,4110,20800,13993,17962,7188
Antigua and Barbuda,ATG,1976,4317,20838,14430,17396,7030
Antigua and Barbuda,ATG,1977,4524,20932,14884,16814,6984
Antigua and Barbuda,ATG,1978,4728,21091,15313,16230,6989
Antigua and Barbuda,ATG,1979,4929,21318,15672,15649,7063
Antigua and Barbuda,ATG,1980,5124,21627,15937,15061,7158
Antigua and Barbuda,ATG,1981,5314,22022,16090,14525,7141
Antigua and Barbuda,ATG,1982,5490,22511,16131,14092,7022
Antigua and Barbuda,ATG,1983,5664,23066,16084,13708,6904
Antigua and Barbuda,ATG,1984,5792,23671,15831,13323,6762
Antigua and Barbuda,ATG,1985,5866,24284,15290,13009,6619
Antigua and Barbuda,ATG,1986,5916,24863,14626,12771,6556
Antigua and Barbuda,ATG,1987,5930,25391,13974,12571,6507
Antigua and Barbuda,ATG,1988,5909,25851,13336,12451,6455
Antigua and Barbuda,ATG,1989,5856,26243,12723,12402,6433
Antigua and Barbuda,ATG,1990,5773,26575,12165,12378,6455
Antigua and Barbuda,ATG,1991,5715,27168,11929,12420,6421
Antigua and Barbuda,ATG,1992,5693,28099,11989,12513,6382
Antigua and Barbuda,ATG,1993,5661,29094,12045,12627,6422
Antigua and Barbuda,ATG,1994,5629,30112,12073,12778,6499
Antigua and Barbuda,ATG,1995,5596,31161,12098,12951,6611
Antigua and Barbuda,ATG,1996,5557,32269,12086,13111,6794
Antigua and Barbuda,ATG,1997,5512,33360,12111,13256,6994
Antigua and Barbuda,ATG,1998,5474,34369,12235,13418,7093
Antigua and Barbuda,ATG,1999,5453,35323,12383,13592,7082
Antigua and Barbuda,ATG,2000,5456,36248,12505,13795,7066
Antigua and Barbuda,ATG,2001,5475,37146,12584,13995,7027
Antigua and Barbuda,ATG,2002,5504,37999,12676,14137,6900
Antigua and Barbuda,ATG,2003,5524,38783,12814,14192,6782
Antigua and Barbuda,ATG,2004,5548,39558,12974,14168,6707
Antigua and Barbuda,ATG,2005,5590,40388,13178,14161,6562
Antigua and Barbuda,ATG,2006,5651,41264,13400,14199,6395
Antigua and Barbuda,ATG,2007,5724,42185,13605,14189,6332
Antigua and Barbuda,ATG,2008,5819,43143,13806,14111,6388
Antigua and Barbuda,ATG,2009,5934,44108,14000,13973,6531
Antigua and Barbuda,ATG,2010,6093,45032,14207,13769,6609
Antigua and Barbuda,ATG,2011,6291,45920,14399,13536,6603
Antigua and Barbuda,ATG,2012,6503,46795,14529,13320,6541
Antigua and Barbuda,ATG,2013,6721,47631,14580,13252,6328
Antigua and Barbuda,ATG,2014,6966,48426,14534,13312,6014
Antigua and Barbuda,ATG,2015,7263,49182,14484,13235,5794
Antigua and Barbuda,ATG,2016,7616,49809,14463,13054,5633
Antigua and Barbuda,ATG,2017,7987,50363,14384,12912,5487
Antigua and Barbuda,ATG,2018,8336,50947,14242,12743,5376
Antigua and Barbuda,ATG,2019,8694,51525,14049,12562,5297
Antigua and Barbuda,ATG,2020,9095,52099,13798,12405,5275
Antigua and Barbuda,ATG,2021,9508,52648,13531,12231,5311
Argentina,ARG,1950,702804,7917553,3105787,3319646,1971958
Argentina,ARG,1951,725472,8101933,3123812,3395340,2008057
Argentina,ARG,1952,753198,8286905,3136045,3477117,2040591
Argentina,ARG,1953,784605,8469874,3145376,3561984,2070909
Argentina,ARG,1954,818273,8647998,3156856,3644129,2101992
Argentina,ARG,1955,852678,8818632,3173682,3723351,2132341
Argentina,ARG,1956,888811,8982952,3197267,3801705,2160465
Argentina,ARG,1957,926335,9141435,3228872,3877901,2189248
Argentina,ARG,1958,966008,9295125,3269125,3951079,2214021
Argentina,ARG,1959,1008662,9445240,3318106,4020000,2232520
Argentina,ARG,1960,1052132,9590207,3375329,4083660,2248421
Argentina,ARG,1961,1097926,9732922,3443201,4144409,2262200
Argentina,ARG,1962,1145051,9873167,3521340,4204338,2276467
Argentina,ARG,1963,1193173,10010915,3604554,4259051,2296326
Argentina,ARG,1964,1242484,10148137,3687267,4309394,2321207
Argentina,ARG,1965,1293028,10286664,3769118,4357123,2347730
Argentina,ARG,1966,1345970,10428605,3851887,4400859,2375798
Argentina,ARG,1967,1400675,10574287,3933880,4445844,2402328
Argentina,ARG,1968,1455037,10723477,4013690,4492993,2427778
Argentina,ARG,1969,1507622,10876727,4089231,4539292,2459158
Argentina,ARG,1970,1561502,11037058,4158814,4584213,2501218
Argentina,ARG,1971,1616147,11201460,4221981,4628578,2555214
Argentina,ARG,1972,1669784,11368502,4281532,4672290,2620690
Argentina,ARG,1973,1724763,11540058,4336503,4721103,2698165
Argentina,ARG,1974,1781548,11711646,4387981,4782095,2786483
Argentina,ARG,1975,1840473,11879104,4429519,4849341,2877125
Argentina,ARG,1976,1900988,12042145,4458353,4923130,2965643
Argentina,ARG,1977,1964345,12203650,4487099,5006804,3051882
Argentina,ARG,1978,2030523,12365508,4517852,5101470,3130771
Argentina,ARG,1979,2096140,12529204,4549244,5213013,3196537
Argentina,ARG,1980,2159612,12695631,4582111,5340071,3247383
Argentina,ARG,1981,2221825,12869019,4618196,5479779,3282465
Argentina,ARG,1982,2282204,13052463,4656710,5629936,3301455
Argentina,ARG,1983,2341226,13239549,4702011,5785960,3308397
Argentina,ARG,1984,2400350,13423552,4759197,5940031,3309069
Argentina,ARG,1985,2461520,13605098,4828141,6083316,3309045
Argentina,ARG,1986,2527717,13787435,4909732,6210504,3312943
Argentina,ARG,1987,2599068,13974335,5000278,6319277,3323493
Argentina,ARG,1988,2675513,14165311,5100565,6408559,3340842
Argentina,ARG,1989,2756134,14353648,5214902,6477960,3363126
Argentina,ARG,1990,2839359,14534964,5340199,6530918,3392218
Argentina,ARG,1991,2926613,14708564,5473279,6570761,3426549
Argentina,ARG,1992,3015838,14876283,5614744,6600054,3461363
Argentina,ARG,1993,3102722,15041944,5762337,6623375,3496863
Argentina,ARG,1994,3188383,15213974,5908416,6645100,3532821
Argentina,ARG,1995,3270733,15398026,6044619,6673194,3559545
Argentina,ARG,1996,3347471,15595466,6165617,6710883,3569925
Argentina,ARG,1997,3417416,15806844,6269069,6755765,3566875
Argentina,ARG,1998,3482775,16034247,6354020,6807821,3554331
Argentina,ARG,1999,3547653,16280576,6420311,6865359,3539134
Argentina,ARG,2000,3611400,16541570,6471181,6920876,3525746
Argentina,ARG,2001,3674271,16815490,6509873,6965978,3514878
Argentina,ARG,2002,3737897,17102944,6537584,6998361,3508236
Argentina,ARG,2003,3797532,17397652,6558697,7021556,3502724
Argentina,ARG,2004,3858383,17694930,6578991,7042283,3494207
Argentina,ARG,2005,3927656,17991224,6606408,7055445,3489768
Argentina,ARG,2006,4001474,18281928,6644260,7054715,3494478
Argentina,ARG,2007,4074276,18563168,6690041,7045161,3503468
Argentina,ARG,2008,4149776,18837284,6744157,7027796,3514755
Argentina,ARG,2009,4234472,19108954,6805239,7004985,3530693
Argentina,ARG,2010,4321160,19375880,6865119,6988124,3549842
Argentina,ARG,2011,4411025,19640322,6915163,6983013,3571215
Argentina,ARG,2012,4509199,19906284,6953155,6987029,3596699
Argentina,ARG,2013,4609981,20174560,6982284,6994934,3626510
Argentina,ARG,2014,4708722,20447436,7008591,7004352,3654962
Argentina,ARG,2015,4806931,20726412,7026589,7020943,3676189
Argentina,ARG,2016,4899580,21006772,7029837,7048747,3683300
Argentina,ARG,2017,4991588,21287132,7023557,7084736,3667602
Argentina,ARG,2018,5089688,21569952,7008902,7127086,3617963
Argentina,ARG,2019,5190744,21854666,6988233,7172443,3539430
Argentina,ARG,2020,5281581,22128612,6971938,7213544,3440359
Argentina,ARG,2021,5352580,22383468,6965561,7242438,3332743
Armenia,ARM,1950,113153,488033,311790,301437,170625
Armenia,ARM,1951,115142,505848,323937,288009,191075
Armenia,ARM,1952,117499,528672,334977,277041,206882
Armenia,ARM,1953,119734,554945,344565,270075,219242
Armenia,ARM,1954,121150,582122,350792,269767,231098
Armenia,ARM,1955,121494,609422,352508,277749,243202
Armenia,ARM,1956,120813,636632,351274,292818,255986
Armenia,ARM,1957,119083,662854,348474,313702,270423
Armenia,ARM,1958,116719,689050,341516,341693,285843
Armenia,ARM,1959,114401,718021,329914,374130,301775
Armenia,ARM,1960,112342,749583,315421,408620,318184
Armenia,ARM,1961,110576,783694,300407,444043,332813
Armenia,ARM,1962,109319,821848,288183,477254,342752
Armenia,ARM,1963,108607,861316,280350,508744,347130
Armenia,ARM,1964,108660,896588,279593,540902,345290
Armenia,ARM,1965,109672,925449,287599,573383,337948
Armenia,ARM,1966,111693,949255,303223,604249,327084
Armenia,ARM,1967,114737,968443,325233,632502,315082
Armenia,ARM,1968,118627,982065,354914,656586,304269
Armenia,ARM,1969,123071,992994,389573,675080,295643
Armenia,ARM,1970,127919,1004368,425557,687142,289397
Armenia,ARM,1971,133059,1016690,463018,692738,285426
Armenia,ARM,1972,138472,1033292,500298,692175,283819
Armenia,ARM,1973,144109,1055074,536801,686258,284612
Armenia,ARM,1974,150022,1079515,574645,675581,287887
Armenia,ARM,1975,156059,1106506,613150,661515,293568
Armenia,ARM,1976,161858,1133712,651307,646481,302958
Armenia,ARM,1977,166896,1162186,686482,633830,316132
Armenia,ARM,1978,170834,1196669,714974,626427,329327
Armenia,ARM,1979,173669,1234293,730945,619718,338438
Armenia,ARM,1980,174797,1270852,732334,612261,344879
Armenia,ARM,1981,173830,1308116,725150,608444,352336
Armenia,ARM,1982,172019,1348605,711818,608417,361151
Armenia,ARM,1983,170719,1391972,692815,610497,372292
Armenia,ARM,1984,169647,1437584,668599,614260,382021
Armenia,ARM,1985,168627,1482841,642401,619724,387308
Armenia,ARM,1986,168249,1524430,618452,625616,390439
Armenia,ARM,1987,168945,1560071,598830,630344,393184
Armenia,ARM,1988,170492,1585966,582551,634093,393738
Armenia,ARM,1989,176996,1640040,586021,649176,395955
Armenia,ARM,1990,187978,1700626,594964,672651,400325
Armenia,ARM,1991,199579,1731248,592280,692541,401990
Armenia,ARM,1992,212458,1703680,572171,692870,393379
Armenia,ARM,1993,225777,1636538,541256,679645,374128
Armenia,ARM,1994,238639,1589262,521035,672957,351822
Armenia,ARM,1995,250239,1561812,510853,673255,326629
Armenia,ARM,1996,260373,1549956,509756,678013,300805
Armenia,ARM,1997,269063,1537547,509755,679760,275297
Armenia,ARM,1998,276152,1525720,512173,673580,252925
Armenia,ARM,1999,281615,1513059,519577,656585,235197
Armenia,ARM,2000,287672,1498971,529378,632314,220190
Armenia,ARM,2001,296393,1484875,538735,605875,207260
Armenia,ARM,2002,306842,1470758,549705,580361,197374
Armenia,ARM,2003,317528,1459020,561666,554709,191184
Armenia,ARM,2004,326667,1451186,572708,527210,187977
Armenia,ARM,2005,333387,1446967,583389,496102,187409
Armenia,ARM,2006,336498,1447183,592716,463467,186626
Armenia,ARM,2007,333889,1452734,599522,432712,185541
Armenia,ARM,2008,325560,1465615,598854,407479,185917
Armenia,ARM,2009,314787,1484221,587818,389676,187798
Armenia,ARM,2010,305998,1503341,569769,377112,190076
Armenia,ARM,2011,301497,1518382,549238,366212,193655
Armenia,ARM,2012,300507,1530278,527077,356850,199716
Armenia,ARM,2013,301041,1541168,502317,351494,205366
Armenia,ARM,2014,302815,1551371,475506,350575,209670
Armenia,ARM,2015,306743,1561722,445210,352748,212175
Armenia,ARM,2016,312968,1570238,413487,356020,213128
Armenia,ARM,2017,320728,1575131,383702,361455,210913
Armenia,ARM,2018,329340,1574211,359510,367964,205538
Armenia,ARM,2019,339153,1565951,342791,374646,198063
Armenia,ARM,2020,348119,1554055,332684,380662,190090
Armenia,ARM,2021,355723,1539960,325301,387068,182919
Aruba,ABW,1950,689,14306,7072,9817,6934
Aruba,ABW,1951,703,14778,7298,10203,7276
Aruba,ABW,1952,729,15303,7538,10635,7575
Aruba,ABW,1953,773,15843,7779,11100,7829
Aruba,ABW,1954,825,16400,8023,11592,8050
Aruba,ABW,1955,882,16976,8270,12119,8234
Aruba,ABW,1956,948,17581,8510,12695,8381
Aruba,ABW,1957,1029,18197,8751,13278,8515
Aruba,ABW,1958,1118,18830,9012,13839,8625
Aruba,ABW,1959,1212,19461,9341,14347,8703
Aruba,ABW,1960,1301,20029,9742,14801,8754
Aruba,ABW,1961,1380,20415,10061,15220,8751
Aruba,ABW,1962,1459,20678,10271,15598,8695
Aruba,ABW,1963,1537,20933,10501,15908,8614
Aruba,ABW,1964,1617,21166,10768,16149,8497
Aruba,ABW,1965,1701,21387,11066,16323,8327
Aruba,ABW,1966,1795,21557,11402,16437,8115
Aruba,ABW,1967,1906,21732,11661,16422,7821
Aruba,ABW,1968,2032,21925,11770,16296,7464
Aruba,ABW,1969,2171,22109,11810,16148,7109
Aruba,ABW,1970,2315,22248,11843,15937,6777
Aruba,ABW,1971,2471,22314,11920,15633,6494
Aruba,ABW,1972,2633,22446,12203,15292,6304
Aruba,ABW,1973,2798,22806,12638,14941,6204
Aruba,ABW,1974,2969,23309,13077,14539,6155
Aruba,ABW,1975,3139,23847,13495,14094,6153
Aruba,ABW,1976,3319,24454,13743,13512,6185
Aruba,ABW,1977,3492,25127,13779,12862,6230
Aruba,ABW,1978,3643,25851,13655,12333,6275
Aruba,ABW,1979,3765,26602,13411,11928,6319
Aruba,ABW,1980,3868,27354,13053,11657,6355
Aruba,ABW,1981,4017,28077,12572,11575,6393
Aruba,ABW,1982,4186,28859,12109,11528,6449
Aruba,ABW,1983,4304,29701,11742,11417,6528
Aruba,ABW,1984,4380,30588,11318,11306,6598
Aruba,ABW,1985,4410,31575,10754,11106,6648
Aruba,ABW,1986,4423,32647,10032,10813,6655
Aruba,ABW,1987,4442,33727,9197,10470,6627
Aruba,ABW,1988,4470,34748,8357,10208,6573
Aruba,ABW,1989,4470,35576,7771,10321,6479
Aruba,ABW,1990,4450,36079,7752,11093,6360
Aruba,ABW,1991,4431,36178,8472,12578,6220
Aruba,ABW,1992,4473,36764,9247,13656,6070
Aruba,ABW,1993,4588,38151,9721,13954,5960
Aruba,ABW,1994,4753,39659,10260,14149,5909
Aruba,ABW,1995,4946,41298,10783,14044,5999
Aruba,ABW,1996,5149,43148,11161,13749,6225
Aruba,ABW,1997,5374,45132,11327,13563,6476
